Last Name,First Name,Age,Class,Passenger or Crew,Role,Survivor
ANDREW/ Mr Edgar Samuel ,17,2nd Class,Passenger,,F
ANDREW/ Mr Frank Thomas ,26,2nd Class,Passenger,,F
ANDREWS/ Miss Cornelia Theodosia ,62,1st Class,Passenger,,T
ANDREWS/ Mr Archibald ,38,Engineering,Crew,(Delivery trip only),F
ANDREWS/ Mr Charles Edward ,19,Victualling,Crew,,T
ANDREWS/ Mr Thomas ,39,1st Class,Passenger,H&W Guarantee Group,F
ANGLE/ Mr William ,31,2nd Class,Passenger,,F
ANGLE/ Mrs Florence Agnes ,36,2nd Class,Passenger,,T
APPLETON/ Mrs Charlotte ,53,1st Class,Passenger,,T
ARCHER/ Mr Ernest Edward ,35,Deck,Crew,,T
ARMSTRONG/ Mr James ,31,Engineering,Crew,(Delivery trip only),F
ARNOLD-FRANCHI/ Mr Josef ,25,3rd Class,Passenger,,F
ARNOLD-FRANCHI/ Mrs Josefine ,18,3rd Class,Passenger,,F
ARONSSON/ Mr Ernst Axel Algot ,25,3rd Class,Passenger,,F
ARTAGAVEYTIA/ Mr Ramon ,71,1st Class,Passenger,,F
ASHBY/ Mr John ,57,2nd Class,Passenger,,F
ASHCROFT/ Mr Austin Aloysius ,26,Victualling,Crew,,F
ASHE/ Mr Henry Wellesley ,41,Victualling,Crew,,F
ASIM/ Mr Adola ,35,3rd Class,Passenger,,F
ASPESLAGH/ Mr Georges ,26,Restaurant Staff,Crew,,F
ASPLUND/ Master Carl Edgar ,5,3rd Class,Passenger,,F
ASPLUND/ Master Clarence Gustaf Hugo ,9,3rd Class,Passenger,,F
ASPLUND/ Master Edvin Rojj Felix ,3,3rd Class,Passenger,,T
ASPLUND/ Master Filip Oscar ,13,3rd Class,Passenger,,F
ASPLUND/ Miss Lillian Gertrud ,5,3rd Class,Passenger,,T
ASPLUND/ Mr Carl Oscar Vilhelm Gustafsson ,40,3rd Class,Passenger,,F
ASPLUND/ Mr Johan Charles ,23,3rd Class,Passenger,,T
ASPLUND/ Mrs Selma Augusta Emilia ,38,3rd Class,Passenger,,T
ASSAM/ Mr Ali ,23,3rd Class,Passenger,,F
ASTOR/ Colonel John Jacob ,47,1st Class,Passenger,,F
ASTOR/ Mrs Madeleine Talmage ,18,1st Class,Passenger,,T
ATĀ ALLĀH/ Miss Malakah ,18,3rd Class,Passenger,,F
ATTALA/ Mr Sleiman Khalil ,27,3rd Class,Passenger,,F
AUBART/ Mme. Léontine Pauline ,24,1st Class,Passenger,,T
AUGUSTSSON/ Mr Albert ,23,3rd Class,Passenger,,F
AULD/ Mr James ,32,Engineering,Crew,(Delivery trip only),F
AVERY/ Mr James Albert ,20,Engineering,Crew,,T
AYLING/ Mr Edwin George ,23,Victualling,Crew,,F
AYYŪB-DĀHIR/ Miss Bannūrah ,15,3rd Class,Passenger,,T
BACK/ Mr Charles Frederick ,37,Victualling,Crew,,F
BACKSTRÖM/ Mr Karl Alfred ,32,3rd Class,Passenger,,F
BACKSTRÖM/ Mrs Maria Mathilda ,33,3rd Class,Passenger,,T
BADMAN/ Miss Emily Louisa ,18,3rd Class,Passenger,,T
BADT/ Mr Mohamed ,40,3rd Class,Passenger,,F
BAGGOTT/ Mr Allen Marden ,28,Victualling,Crew,,T
BAGLEY/ Mr Edward Henry ,33,Victualling,Crew,,F
BAILEY/ Mr George ,44,Victualling,Crew,,F
BAILEY/ Mr George Frank ,46,Engineering,Crew,,F
BAILEY/ Mr Henry Joseph ,46,Deck,Crew,,T
BAILEY/ Mr Percy ,18,2nd Class,Passenger,,F
BAILEY/ Mr William ,30,Engineering,Crew,(Delivery trip only),F
BAIN/ Mr David ,46,Engineering,Crew,(Delivery trip only),F
BAINBRIGGE/ Mr Charles Robert ,22,2nd Class,Passenger,,F
BAINES/ Mr Richard ,58,Engineering,Crew,,F
BAKER (?BARKER)/ Mr John ,,Engineering,Crew,(Delivery trip only),F
BAKIĆ/ Mr Cerin ,26,3rd Class,Passenger,,F
BALL/ Mr Percy ,18,Victualling,Crew,,T
BALLS/ Mrs Ada E. ,36,2nd Class,Passenger,,T
BANEWER/ Mr Solomon ,42,2nd Class,Passenger,,F
BANFI/ Ugo ,24,Restaurant Staff,Crew,,F
BANFIELD/ Mr Frederick James ,28,2nd Class,Passenger,,F
BANNON/ Mr John Joseph ,34,Engineering,Crew,,F
BARBARA/ Miss Saiide ,18,3rd Class,Passenger,,F
BARBARA/ Mrs Catherine David ,45,3rd Class,Passenger,,F
BARBER/ Miss Ellen Mary ,26,1st Class,Passenger,Servant,T
BARKER/ Mr Albert Vale ,19,Victualling,Crew,,F
BARKER/ Mr Ernest Thomas ,40,Victualling,Crew,,F
BARKER/ Mr George ,46,Deck,Crew,(Delivery trip only),F
BARKER/ Mr George ,56,Engineering,Crew,(Delivery trip only),F
BARKER/ Mr Reginald Lomond ,42,Victualling,Crew,,F
BARKER/ Mr Stokes ,26,Engineering,Crew,(Delivery trip only),F
BARKLEY/ Mr Robert ,39,Engineering,Crew,(Delivery trip only),F
BARKWORTH/ Mr Algernon Henry ,47,1st Class,Passenger,,T
BARLOW/ Mr Charles Henry ,30,Engineering,Crew,,F
BARLOW/ Mr George ,39,Victualling,Crew,,F
BARNES/ Mr Charles ,29,Engineering,Crew,,F
BARNES/ Mr Frederick Charles ,40,Victualling,Crew,,F
BARNES/ Mr John ,39,Engineering,Crew,,F
BARNES/ Mr William ,32,Engineering,Crew,(Delivery trip only),F
BARRATT/ Mr Arthur ,16,Victualling,Crew,,F
BARRETT/ Mr Frederick William ,29,Engineering,Crew,,T
BARRETT/ Mr Frederick William ,33,Engineering,Crew,,T
BARRINGER/ Mr Arthur William ,34,Victualling,Crew,,F
BARROW/ Mr Charles Henry John ,35,Victualling,Crew,,F
BARROWS/ Mr Edward William Peter ,32,Victualling,Crew,,F
BARRY/ Miss Julia ,30,3rd Class,Passenger,,F
BARRY/ Mr James ,31,Engineering,Crew,(Delivery trip only),F
BARTLEY/ Mr Joseph ,32,Victualling,Crew,(Delivery trip only),F
BARTLEY/ Mr Robert ,32,Engineering,Crew,(Delivery trip only),F
BARTON/ Mr David John ,22,3rd Class,Passenger,,F
BARTON/ Mr Sidney John ,26,Victualling,Crew,,F
BASILICO/ Sig. Giovanni ,27,Restaurant Staff,Crew,,F
BASSANI/ Mrs Albina ,31,1st Class,Passenger,Servant,T
BATEMAN/ Revd Robert James ,52,2nd Class,Passenger,,F
BATOSHEV/ Mr Hristo Lalev ,23,3rd Class,Passenger,,F
BAUMANN/ Mr John David ,48,1st Class,Passenger,,F
BAXTER/ Mr Harry Ross ,53,Victualling,Crew,,F
BAXTER/ Mr Quigg Edmond ,24,1st Class,Passenger,,F
BAXTER/ Mr Thomas Ferguson ,55,Victualling,Crew,,F
BAXTER/ Mrs Hélène ,50,1st Class,Passenger,,T
BAZZĪ/ Mr Rashīd Al-Hāj 'Adb al-Husayn ,30,3rd Class,Passenger,,F
BAZZI/ Sig. Narciso ,33,Restaurant Staff,Crew,,F
BEANE/ Mr Edward ,32,2nd Class,Passenger,,T
BEANE/ Mrs Ethel Louisa ,22,2nd Class,Passenger,,T
BEATTIE/ Mr Francis ,36,Engineering,Crew,(Delivery trip only),F
BEATTIE/ Mr Joseph John ,40,Engineering,Crew,,F
BEATTIE/ Mr Thomson ,36,1st Class,Passenger,,F
BEAUCHAMP/ Mr George William ,24,Engineering,Crew,,T
BEAUCHAMP/ Mr Henry James ,43,2nd Class,Passenger,,F
BEAVAN/ Mr William Thomas ,20,3rd Class,Passenger,,F
BECKER/ Master Richard F. ,1,2nd Class,Passenger,,T
BECKER/ Miss Marion Louise ,4,2nd Class,Passenger,,T
BECKER/ Miss Ruth Elizabeth ,12,2nd Class,Passenger,,T
BECKER/ Mrs Nellie E. ,35,2nd Class,Passenger,,T
BECKWITH/ Mr Richard Leonard ,37,1st Class,Passenger,,T
BECKWITH/ Mrs Sarah Maybell ,46,1st Class,Passenger,,T
BEDFORD/ Mr William Barnett ,31,Victualling,Crew,,F
BEEDEM/ Mr George Arthur ,35,Victualling,Crew,,F
BEERE/ Mr William ,19,Victualling,Crew,,F
BEESLEY/ Mr Lawrence ,34,2nd Class,Passenger,,T
BEHR/ Mr Karl Howell ,26,1st Class,Passenger,,T
BELL/ Mr Joseph ,51,Engineering,Crew,,F
BENDELL/ Mr Frank ,23,Engineering,Crew,,F
BENGTSSON/ Mr Jan Viktor ,26,3rd Class,Passenger,,F
BENHAM/ Mr Fred John ,30,Victualling,Crew,,F
BENNETT/ Mr George Alfred ,30,Engineering,Crew,,F
BENNETT/ Mrs Mabel Kate ,33,Victualling,Crew,,T
BENSON/ Mr James ,50,Deck,Crew,(Delivery trip only),F
BENSON/ Mr John ,26,Deck,Crew,(Delivery trip only),F
BENSON/ Mr William ,25,Engineering,Crew,(Delivery trip only),F
BENTHAM/ Miss Lillian Winifred ,19,2nd Class,Passenger,,T
BENVILLE/ Mr Edward ,47,Engineering,Crew,,F
BERGLUND/ Mr Karl Ivar Sven ,22,3rd Class,Passenger,,F
BERNARDI/ Sig. Battista ,22,Restaurant Staff,Crew,,F
BERRIMAN/ Mr William John ,23,2nd Class,Passenger,,F
BESSANT/ Mr Edward ,31,Victualling,Crew,,F
BESSANT/ Mr William Edward Lowe ,40,Engineering,Crew,,F
BESSETTE/ Miss Nellie Mayo ,39,1st Class,Passenger,Servant,T
BEST/ Mr Edwin Alfred ,40,Victualling,Crew,,F
BEUX/ Mr David ,25,Restaurant Staff,Crew,,F
BEVIS/ Mr Joseph Henry ,22,Engineering,Crew,,F
BIDDLECOMBE/ Mr Reginald Charles ,31,Engineering,Crew,,F
BIDOIS/ Miss Rosalie ,46,1st Class,Passenger,Servant,T
BIÉTRIX/ Mr George Baptiste ,28,Restaurant Staff,Crew,,F
BIGGS/ Mr Edward Charles ,20,Engineering,Crew,,F
BILLOWS/ Mr James ,20,Engineering,Crew,,F
BING/ Mr Lee ,32,3rd Class,Passenger,,T
BINSTEAD/ Mr Walter William ,20,Engineering,Crew,,T
BIRD/ Miss Ellen ,31,1st Class,Passenger,Servant,T
BIRKELAND/ Mr Hans Martin Monsen ,21,3rd Class,Passenger,,F
BIRNBAUM/ Mr Jakob ,24,1st Class,Passenger,,F
BISHOP/ Mr Dickinson H. ,25,1st Class,Passenger,,T
BISHOP/ Mr Walter Alexander ,34,Victualling,Crew,,F
BISHOP/ Mrs Helen Margaret ,19,1st Class,Passenger,,T
BITTLE/ Mr Robert ,37,Engineering,Crew,(Delivery trip only),F
BJÖRKLUND/ Mr Ernst Heribert ,18,3rd Class,Passenger,,F
BJÖRNSTRÖM-STEFFANSSON/ Mr Mauritz Håkan ,28,1st Class,Passenger,,T
BLACK/ Mr Alexander ,28,Engineering,Crew,,F
BLACK/ Mr D. ,41,Engineering,Crew,Substitute Crew,F
BLACK/ Mr James ,38,Engineering,Crew,(Delivery trip only),F
BLACKMAN/ Mr Albert Edward ,23,Engineering,Crew,,F
BLACKWELL/ Mr Stephen Weart ,45,1st Class,Passenger,,F
BLADES/ Mr Frederick Charles ,17,Victualling,Crew,,F
BLAIR/ Mr David ,37,Deck,Crew,Titanic Officers,F
BLAKE/ Mr C. ,36,Engineering,Crew,Failed to Join Ship,F
BLAKE/ Mr John Douglas Stanley George ,26,Engineering,Crew,,F
BLAKE/ Mr Percival Albert ,22,Engineering,Crew,,T
BLAKE/ Mr Thomas Henry ,36,Engineering,Crew,,F
BLANEY/ Mr James ,32,Engineering,Crew,,F
BLANK/ Mr Henry ,39,1st Class,Passenger,,T
BLANN/ Mr Eustace Horatius ,21,Engineering,Crew,,F
BLISS/ Mrs Emma ,45,Victualling,Crew,,T
BLOOMER/ Mr James ,40,Deck,Crew,(Delivery trip only),F
BLUMET/ Mr Jean Baptiste ,26,Restaurant Staff,Crew,,F
BOAL/ Mr John ,40,Engineering,Crew,(Delivery trip only),F
BOCHATAY/ Mr Alexis Joseph ,30,Victualling,Crew,,F
BOCHET/ Mr Pietro Giuseppe ,43,Restaurant Staff,Crew,,F
BOGIE/ Mr Norman Leslie ,59,Victualling,Crew,,F
BOLHUIS/ Mr Hendrik ,27,Restaurant Staff,Crew,,F
BOND/ Mr William John ,45,Victualling,Crew,,F
BONNELL/ Miss Caroline ,30,1st Class,Passenger,,T
BONNELL/ Miss Elizabeth ,61,1st Class,Passenger,,T
BOOTHBY/ Mr Walter Thomas ,37,Victualling,Crew,,F
BOREBANK/ Mr John James ,41,1st Class,Passenger,,F
BOSTANDJIEV/ Mr Gencho ,26,3rd Class,Passenger,,F
BOSTON/ Mr William John ,32,Victualling,Crew,,F
BOTSFORD/ Mr William Hull ,25,2nd Class,Passenger,,F
BOTT/ Mr William Thomas ,46,Engineering,Crew,,F
BOUGHTON/ Mr Bernard John ,24,Victualling,Crew,,F
BOULOS/ Mr Hanna ,18,3rd Class,Passenger,,F
BOURKE/ Miss Mary ,40,3rd Class,Passenger,,F
BOURKE/ Mr John ,42,3rd Class,Passenger,,F
BOURKE/ Mrs Catherine ,32,3rd Class,Passenger,,F
BOWEN/ Miss Grace Scott ,45,1st Class,Passenger,Servant,T
BOWEN/ Mr David John 'Dai' ,20,3rd Class,Passenger,,F
BOWERMAN/ Miss Elsie Edith ,22,1st Class,Passenger,,T
BOWKER/ Miss Ruth Harwood ,31,Restaurant Staff,Crew,,T
BOWMAN/ Mr F. T. ,38,Victualling,Crew,Failed to Join Ship,F
BOXHALL/ Mr Joseph Groves ,28,Deck,Crew,Titanic Officers,T
BOYD/ Mr Adam ,38,Engineering,Crew,(Delivery trip only),F
BOYD/ Mr John ,37,Victualling,Crew,,F
BOYES/ Mr John Henry ,36,Victualling,Crew,,F
BRACKEN/ Mr James Hollen ,30,2nd Class,Passenger,,F
BRADLEY/ Miss Bridget ,22,3rd Class,Passenger,,T
BRADLEY/ Mr Patrick Joseph ,38,Engineering,Crew,,F
BRADLEY/ Mr Thomas Henry ,28,Deck,Crew,,F
BRADSHAW/ Mr John Albert Perkin ,42,Victualling,Crew,,F
BRADY/ Mr John Bertram ,41,1st Class,Passenger,,F
BRAF/ Miss Elin Ester Maria ,20,3rd Class,Passenger,,F
BRAILEY/ Mr William Theodore Ronald ,24,2nd Class,Passenger,Musician,F
BRAND/ Mr ,,1st Class,Passenger,Cross Channel Passenger,F
BRANDEIS/ Mr Emil Franklin ,48,1st Class,Passenger,,F
BRAUND/ Mr Lewis Richard ,29,3rd Class,Passenger,,F
BRAUND/ Mr Owen Harris ,22,3rd Class,Passenger,,F
BRENNAN/ Mr Thomas ,39,Engineering,Crew,(Delivery trip only),F
BRERETON/ Mr George Andrew ,37,1st Class,Passenger,,T
BREWE/ Dr Arthur Jackson ,45,1st Class,Passenger,,F
BREWER/ Mr B. ,24,Engineering,Crew,Deserted,F
BREWER/ Mr Harry ,30,Engineering,Crew,,F
BREWSTER/ Mr George Henry ,52,Victualling,Crew,,F
BRIANT/ Mr Albert ,34,Engineering,Crew,,F
BRIANT/ Mr Arthur ,30,Engineering,Crew,,F
BRICE/ Mr Walter Thomas ,42,Deck,Crew,,T
BRICOUX/ Mr Roger Marie ,20,2nd Class,Passenger,Musician,F
BRIDAN/ Mr William ,33,Engineering,Crew,(Delivery trip only),F
BRIDE/ Mr Harold Sydney ,22,Victualling,Crew,,T
BRIGHT/ Mr Arthur John ,42,Deck,Crew,,T
BRISTOW/ Mr Harry ,38,Victualling,Crew,,F
BRISTOW/ Mr Robert Charles ,38,Victualling,Crew,,F
BRITO/ Mr José Joaquim de ,40,2nd Class,Passenger,,F
BROBÄCK/ Mr Karl Rudolf ,22,3rd Class,Passenger,,F
BROCKLEBANK/ Mr William Alfred ,40,3rd Class,Passenger,,F
BROOKMAN/ Mr John Cress ,28,Victualling,Crew,,F
BROOKS/ Mr J. ,25,Engineering,Crew,,F
BROOM/ Mr Herbert George ,33,Victualling,Crew,,F
BROOME/ Mr Athol Frederick ,31,Victualling,Crew,,F
BROWN/ Miss Amelia Mary ,18,2nd Class,Passenger,Servant,T
BROWN/ Miss Edith Eileen ,15,2nd Class,Passenger,,T
BROWN/ Mr Edward ,34,Victualling,Crew,,T
BROWN/ Mr John ,28,Engineering,Crew,,F
BROWN/ Mr Joseph ,30,Engineering,Crew,Substitute Crew,F
BROWN/ Mr Thomas William Solomon ,60,2nd Class,Passenger,,F
BROWN/ Mr Walter James ,41,Victualling,Crew,,F
BROWN/ Mrs Caroline Lane ,59,1st Class,Passenger,,T
BROWN/ Mrs Elizabeth Catherine ,39,2nd Class,Passenger,,T
BROWN/ Mrs Margaret ,44,1st Class,Passenger,,T
BROWNE/ Rev. Francis M. ,31,1st Class,Passenger,Cross Channel Passenger,F
BRYAN/ Mr John ,22,Engineering,Crew,(Delivery trip only),F
BRYHL/ Miss Dagmar Jenny Ingeborg ,20,2nd Class,Passenger,,T
BRYHL/ Mr Kurt Arnold Gottfrid ,25,2nd Class,Passenger,,F
BUCKLEY/ Miss Catherine ,23,3rd Class,Passenger,,F
BUCKLEY/ Mr Daniel ,21,3rd Class,Passenger,,T
BUCKLEY/ Mr H. E. ,34,Victualling,Crew,,F
BUCKNELL/ Mrs Emma Eliza ,58,1st Class,Passenger,,T
BULEY/ Mr Edward John ,26,Deck,Crew,,T
BULL/ Mr Walter Edward ,36,Victualling,Crew,,F
BULLEY/ Mr Henry Ashburnham ,21,Victualling,Crew,,F
BŪLUS/ Master Akar ,7,3rd Class,Passenger,,F
BŪLUS/ Miss Nūr al-'ayn ,10,3rd Class,Passenger,,F
BŪLUS/ Mrs Sultānah ,40,3rd Class,Passenger,,F
BUNNELL/ Mr Wilfred James ,20,Victualling,Crew,,F
BURGESS/ Mr Charles ,18,Victualling,Crew,,T
BURKE/ Mr Jeremiah ,19,3rd Class,Passenger,,F
BURKE/ Mr Richard Edward ,29,Victualling,Crew,,F
BURKE/ Mr William ,39,Victualling,Crew,,T
BURNESS/ Mr Frank ,43,Engineering,Crew,(Delivery trip only),F
BURNS/ Miss Elizabeth Margaret ,41,1st Class,Passenger,Servant,T
BURNS/ Miss Mary Delia ,15,3rd Class,Passenger,,F
BURNS/ Mr John ,32,Deck,Crew,(Delivery trip only),F
BURNS/ Mr William ,38,Engineering,Crew,(Delivery trip only),F
BURR/ Mr Ewart Sydenham ,29,Victualling,Crew,,F
BURRAGE/ Mr Arthur Victor Edwards ,20,Victualling,Crew,,T
BURROUGHS/ Mr Arthur Peckham ,34,Engineering,Crew,,F
BURROWS/ Mr W. ,29,Engineering,Crew,Left with Consent,F
BURTON/ Mr Edward John ,35,Engineering,Crew,,F
BUSS/ Miss Kate ,36,2nd Class,Passenger,,T
BUTLER/ Mr Reginald Fenton ,25,2nd Class,Passenger,,F
BUTRUS-KA'WĪ/ Mr Tannūs ,21,3rd Class,Passenger,,F
BUTT/ Major Archibald Willingham ,46,1st Class,Passenger,,F
BUTT/ Mr Robert Henry ,21,Victualling,Crew,,F
BUTT/ Mr William John ,30,Engineering,Crew,,F
BUTTERWORTH/ Mr John ,23,Victualling,Crew,,F
BYLES/ Fr Thomas Roussel Davids ,42,2nd Class,Passenger,,F
BYRNE/ Mr James Edward ,44,Victualling,Crew,,F
BYSTRÖM/ Mrs Karolina ,39,2nd Class,Passenger,,T
ČAČIĆ/ Miss Manda ,21,3rd Class,Passenger,,F
ČAČIĆ/ Miss Marija ,36,3rd Class,Passenger,,F
ČAČIĆ/ Mr Jego Grga ,18,3rd Class,Passenger,,F
ČAČIĆ/ Mr Luka ,38,3rd Class,Passenger,,F
CAIRNES/ Mr Robert ,50,Engineering,Crew,(Delivery trip only),F
CAIRNS/ Mr Alexander Milne ,28,1st Class,Passenger,Servant,F
CALDERHEAD/ Mr Edward Pennington ,42,1st Class,Passenger,,T
CALDERWOOD/ Mr Hugh ,33,Engineering,Crew,,F
CALDWELL/ Master Alden Gates ,0.83,2nd Class,Passenger,,T
CALDWELL/ Mr Albert Francis ,26,2nd Class,Passenger,,T
CALDWELL/ Mrs Sylvia Mae ,28,2nd Class,Passenger,,T
ČALIĆ/ Mr Jovo ,17,3rd Class,Passenger,,F
ČALIĆ/ Mr Petar ,17,3rd Class,Passenger,,F
CAMERON/ Miss Clear Annie ,35,2nd Class,Passenger,,T
CAMPBELL/ Mr Donald Samuel ,28,Victualling,Crew,,F
CAMPBELL/ Mr William ,20,2nd Class,Passenger,H&W Guarantee Group,F
CANAVAN/ Miss Mary ,22,3rd Class,Passenger,,F
CANAVAN/ Mr Patrick ,21,3rd Class,Passenger,,F
CANDEE/ Mrs Helen Churchill ,52,1st Class,Passenger,,T
CANN/ Mr Ernest ,29,3rd Class,Passenger,,F
CANNER/ Mr John ,40,Engineering,Crew,,F
CARAM/ Mr Joseph ,28,3rd Class,Passenger,,F
CARAM/ Mrs Maria Elias ,18,3rd Class,Passenger,,F
CARBINES/ Mr William ,19,2nd Class,Passenger,,F
CARDEZA/ Mr Thomas Drake Martinez ,36,1st Class,Passenger,,T
CARDEZA/ Mrs Charlotte Wardle ,58,1st Class,Passenger,,T
CARDWELL/ Mr John ,32,Engineering,Crew,(Delivery trip only),F
CARLSSON/ Mr August Sigfrid ,28,3rd Class,Passenger,,F
CARLSSON/ Mr Carl Robert ,24,3rd Class,Passenger,,F
CARLSSON/ Mr Frans Olof ,33,1st Class,Passenger,,F
CARNEY/ Mr William ,31,Victualling,Crew,,F
CARR/ Miss Jane ,45,3rd Class,Passenger,,F
CARR/ Mr Richard Stephen ,27,Engineering,Crew,,F
CARRAÚ-ESTEVES/ Mr José Pedro ,17,1st Class,Passenger,,F
CARRAU/ Mr Francisco Mauro Severiano ,27,1st Class,Passenger,,F
CARRUTHERS/ Mr Francis ,,1st Class,Passenger,,F
CARSON/ Mr James ,36,Engineering,Crew,(Delivery trip only),F
CARTER/ Master William Thornton II ,11,1st Class,Passenger,,T
CARTER/ Miss Lucile Polk ,14,1st Class,Passenger,,T
CARTER/ Mr F. ,27,Engineering,Crew,Failed to Join Ship,F
CARTER/ Mr James ,46,Engineering,Crew,,F
CARTER/ Mr William Ernest ,36,1st Class,Passenger,,T
CARTER/ Mrs Lilian ,45,2nd Class,Passenger,,F
CARTER/ Mrs Lucile ,36,1st Class,Passenger,,T
CARTER/ Rev. Ernest Courtenay ,54,2nd Class,Passenger,,F
CARTWRIGHT/ Mr James Edward ,33,Victualling,Crew,,F
CARVER/ Mr Alfred John ,27,3rd Class,Passenger,,F
CASALI/ Sig. Giulio ,32,Restaurant Staff,Crew,,F
CASE/ Mr Howard Brown ,49,1st Class,Passenger,,F
CASEY/ Mr Thomas ,44,Engineering,Crew,,F
CASSEBEER/ Mrs Eleanor Genevieve ,36,1st Class,Passenger,,T
CASSIDY/ Mr William J. ,,Engineering,Crew,(Delivery trip only),F
CASSWILL/ Mr Charles ,34,Victualling,Crew,,F
CASTLEMAN/ Mr Edward ,37,Engineering,Crew,,F
